timestamp,x,y,z
1386680905531506756,-1.250824,7.4191284,5.5707245
1386680905536542156,-1.2305908,7.3941345,5.5373993
1386680905541577557,-1.3091431,7.4524536,5.502884
1386680905546612957,-1.334137,7.397705,5.54216
1386680905551648358,-1.3519897,7.441742,5.5885773
1386680905556683758,-1.3805542,7.378662,5.592148
1386680905561719158,-1.263916,7.4131775,5.6540375
1386680905566754559,-1.3365173,7.409607,5.6659393
1386680905571789959,-1.3365173,7.404846,5.662369
1386680905576825360,-1.3591309,7.4453125,5.6790314
1386680905581921795,-1.3388977,7.467926,5.664749
1386680905586926678,-1.2996216,7.397705,5.594528
1386680905591962078,-1.3067627,7.4119873,5.573105
1386680905596997479,-1.2901001,7.359619,5.5254974
1386680905602032879,-1.3127136,7.3417664,5.535019
1386680905607037762,-1.3412781,7.340576,5.5457306
1386680905612103680,-1.3638916,7.287018,5.5135956
1386680905617139080,-1.3365173,7.3489075,5.560013
1386680905622174481,-1.3258057,7.4084167,5.562393
1386680905627209881,-1.3055725,7.434601,5.5016937
1386680905632245281,-1.3484192,7.436981,5.5207367
1386680905637280682,-1.3388977,7.416748,5.5005035
1386680905642316082,-1.3198547,7.4203186,5.536209
1386680905647351483,-1.2948608,7.372711,5.587387
1386680905652386883,-1.2912903,7.345337,5.535019
1386680905657391766,-1.2603455,7.3739014,5.5647736
1386680905662457684,-1.2758179,7.3881836,5.5516815
1386680905667493084,-1.2793884,7.372711,5.5314484
1386680905672528485,-1.2627258,7.3810425,5.6171417
1386680905677563885,-1.3115234,7.378662,5.6659393
1386680905682599285,-1.3460388,7.391754,5.561203
1386680905687634686,-1.3162842,7.409607,5.5969086
1386680905692670086,-1.3496094,7.3869934,5.5897675
1386680905697705487,-1.277008,7.3750916,5.581436
1386680905702740887,-1.2460632,7.3810425,5.6088104
1386680905707745770,-1.2805786,7.3548584,5.5528717
1386680905712811688,-1.2936707,7.36557,5.6290436
1386680905717847088,-1.277008,7.383423,5.6278534
1386680905722882488,-1.3579407,7.3358154,5.624283
1386680905727917889,-1.3246155,7.3441467,5.549301
1386680905732953289,-1.3293762,7.372711,5.593338
1386680905737988690,-1.3650818,7.390564,5.574295
1386680905743024090,-1.3424683,7.4465027,5.5266876
1386680905748059490,-1.3674622,7.397705,5.5909576
1386680905753094891,-1.3638916,7.3429565,5.502884
1386680905758099774,-1.3424683,7.417938,5.457657
1386680905763165692,-1.3269958,7.3798523,5.54216
1386680905768201092,-1.3591309,7.3881836,5.625473
1386680905773236492,-1.3269958,7.4012756,5.658798
1386680905778271893,-1.4555359,7.3929443,5.618332
1386680905783307293,-1.4245911,7.4381714,5.761154
1386680905788342694,-1.4650574,7.423889,5.7433014
1386680905793378094,-1.4341125,7.4000854,5.662369
1386680905798413494,-1.3817444,7.421509,5.696884
1386680905803509930,-1.4150696,7.434601,5.6790314
1386680905808484295,-1.3710327,7.3477173,5.575485
1386680905813519695,-1.3436584,7.416748,5.5326385
1386680905818555096,-1.4007874,7.3739014,5.5385895
1386680905823590496,-1.3817444,7.36438,5.581436
1386680905828625897,-1.3591309,7.383423,5.5016937
1386680905833661297,-1.3139038,7.3013,5.536209
1386680905838696697,-1.2912903,7.3810425,5.5266876
1386680905843732098,-1.296051,7.308441,5.4814606
1386680905848767498,-1.282959,7.3346252,5.6207123
1386680905853802899,-1.3043823,7.3310547,5.536209
1386680905858807781,-1.3650818,7.390564,5.4826508
1386680905863873699,-1.2889099,7.3810425,5.5457306
1386680905868909100,-1.3174744,7.3417664,5.5183563
1386680905873944500,-1.3067627,7.3155823,5.470749
1386680905878979901,-1.2996216,7.338196,5.5635834
1386680905884015301,-1.3234253,7.383423,5.4921722
1386680905889050701,-1.3412781,7.357239,5.587387
1386680905894086102,-1.3781738,7.3750916,5.600479
1386680905899121502,-1.3876953,7.3953247,5.6278534
1386680905904156903,-1.3876953,7.404846,5.830185
1386680905909161785,-1.3972168,7.4131775,5.6659393
1386680905914227703,-1.3995972,7.416748,5.6611786
1386680905919263104,-1.334137,7.3822327,5.694504
1386680905924298504,-1.4079285,7.3941345,5.643326
1386680905929333904,-1.4555359,7.416748,5.6992645
1386680905934369305,-1.5019531,7.3988953,5.7373505
1386680905939404705,-1.4460144,7.456024,5.779007
1386680905944440106,-1.398407,7.456024,5.792099
1386680905949475506,-1.4019775,7.423889,5.805191
1386680905954571942,-1.4091187,7.332245,5.7706757
1386680905959546307,-1.3888855,7.3739014,5.6599884
1386680905964581707,-1.3912659,7.383423,5.694504
1386680905969617108,-1.3972168,7.3227234,5.656418
1386680905974652508,-1.3579407,7.3108215,5.66951
1386680905979687908,-1.3650818,7.307251,5.573105
1386680905984723309,-1.4067383,7.3298645,5.510025
1386680905989758709,-1.4388733,7.385803,5.4874115
1386680905994794110,-1.3829346,7.402466,5.527878
1386680905999829510,-1.3531799,7.3358154,5.554062
1386680906004864910,-1.2924805,7.357239,5.54216
1386680906009869793,-1.315094,7.2584534,5.536209
1386680906014935711,-1.263916,7.269165,5.496933
1386680906019971112,-1.2734375,7.3429565,5.460037
1386680906025006512,-1.2912903,7.321533,5.400528
1386680906030041912,-1.3198547,7.339386,5.4029083
1386680906035077313,-1.3043823,7.3619995,5.4695587
1386680906040112713,-1.3388977,7.404846,5.4671783
1386680906045148113,-1.3079529,7.390564,5.6207123
1386680906050183514,-1.3091431,7.3988953,5.5528717
1386680906055218914,-1.3734131,7.36557,5.5564423
1386680906060223797,-1.3234253,7.370331,5.645706
1386680906065289715,-1.3638916,7.391754,5.594528
1386680906070325115,-1.3246155,7.3489075,5.689743
1386680906075360516,-1.3627014,7.3667603,5.6683197
1386680906080395916,-1.3424683,7.3358154,5.6707
1386680906085431317,-1.3722229,7.385803,5.5980988
1386680906090466717,-1.3722229,7.372711,5.632614
1386680906095502117,-1.411499,7.403656,5.6492767
1386680906100537518,-1.4222107,7.346527,5.626663
1386680906105633953,-1.3686523,7.3822327,5.6076202
1386680906110608319,-1.411499,7.3739014,5.574295
1386680906115643719,-1.3400879,7.3500977,5.5005035
1386680906120679119,-1.3305664,7.3489075,5.5635834
1386680906125714520,-1.3139038,7.327484,5.514786
1386680906130749920,-1.3888855,7.3441467,5.6207123
1386680906135785320,-1.3496094,7.3762817,5.5766754
1386680906140820721,-1.3198547,7.357239,5.600479
1386680906145856121,-1.366272,7.4060364,5.5266876
1386680906150891522,-1.3079529,7.3477173,5.600479
1386680906155926922,-1.3186646,7.3798523,5.643326
1386680906160931805,-1.250824,7.3251038,5.6421356
1386680906165997723,-1.2567749,7.338196,5.6076202
1386680906171033123,-1.3115234,7.3108215,5.683792
1386680906176068524,-1.3412781,7.308441,5.6742706
1386680906181103924,-1.3008118,7.327484,5.6659393
1386680906186139324,-1.3460388,7.422699,5.664749
1386680906191174725,-1.3579407,7.4203186,5.688553
1386680906196210125,-1.3519897,7.3953247,5.694504
1386680906201245526,-1.3995972,7.3762817,5.6421356
1386680906206280926,-1.3769836,7.409607,5.6730804
1386680906211285809,-1.3805542,7.359619,5.549301
1386680906216351727,-1.3174744,7.3667603,5.6718903
1386680906221387127,-1.3734131,7.3667603,5.643326
1386680906226422528,-1.3531799,7.351288,5.5659637
1386680906231457928,-1.4317322,7.421509,5.568344
1386680906236493328,-1.4150696,7.383423,5.586197
1386680906241528729,-1.3769836,7.4072266,5.5052643
1386680906246564129,-1.4138794,7.3941345,5.502884
1386680906251599529,-1.3674622,7.3667603,5.555252
1386680906256695965,-1.3686523,7.339386,5.638565
1386680906261670330,-1.3674622,7.2715454,5.6016693
1386680906266705731,-1.3460388,7.2905884,5.6849823
1386680906271741131,-1.3615112,7.313202,5.6718903
1386680906276776531,-1.3995972,7.3048706,5.5707245
1386680906281811932,-1.3555603,7.2846375,5.535019
1386680906286847332,-1.334137,7.3429565,5.4993134
1386680906291882733,-1.3067627,7.3739014,5.5969086
1386680906296918133,-1.2901001,7.3489075,5.5266876
1386680906301953533,-1.2722473,7.321533,5.4862213
1386680906306988934,-1.2484436,7.3631897,5.483841
1386680906311993817,-1.2936707,7.3251038,5.406479
1386680906317059735,-1.3305664,7.345337,5.4993134
1386680906322095135,-1.347229,7.353668,5.54097
1386680906327130535,-1.3746033,7.409607,5.581436
1386680906332165936,-1.3412781,7.3822327,5.7171173
1386680906337201336,-1.3591309,7.447693,5.7052155
1386680906342236737,-1.3865051,7.396515,5.7313995
1386680906347272137,-1.3900757,7.4584045,5.7694855
1386680906352307537,-1.3400879,7.4274597,5.7325897
1386680906357342938,-1.3698425,7.397705,5.637375
1386680906362347820,-1.3305664,7.3631897,5.5909576
1386680906367413738,-1.347229,7.3548584,5.4993134
1386680906372449139,-1.3174744,7.3762817,5.4755096
1386680906377484539,-1.3817444,7.3429565,5.495743
1386680906382519940,-1.3115234,7.3762817,5.5243073
1386680906387555340,-1.3400879,7.3762817,5.5826263
1386680906392590740,-1.3543701,7.390564,5.567154
1386680906397626141,-1.3055725,7.36438,5.6361847
1386680906402661541,-1.3222351,7.3286743,5.6397552
1386680906408142509,-1.296051,7.3120117,5.618332
1386680906413116874,-1.3258057,7.2977295,5.554062
1386680906418152274,-1.3139038,7.351288,5.527878
1386680906423187675,-1.3353271,7.3370056,5.5707245
1386680906428223075,-1.3329468,7.340576,5.4826508
1386680906433258476,-1.3234253,7.3108215,5.5314484
1386680906438293876,-1.4293518,7.370331,5.581436
1386680906443329276,-1.3055725,7.453644,5.5969086
1386680906448364677,-1.3698425,7.4143677,5.594528
1386680906453400077,-1.3305664,7.3667603,5.6480865
1386680906458435477,-1.3293762,7.416748,5.6921234
1386680906463440360,-1.3400879,7.384613,5.6540375
1386680906468506278,-1.3448486,7.3429565,5.6349945
1386680906473541679,-1.3388977,7.3667603,5.5397797
1386680906478577079,-1.347229,7.396515,5.4826508
1386680906483612479,-1.3746033,7.3953247,5.5659637
1386680906488647880,-1.3317566,7.3810425,5.5385895
1386680906493683280,-1.3067627,7.36438,5.5838165
1386680906498718681,-1.3638916,7.4012756,5.523117
1386680906503754081,-1.2972412,7.3310547,5.579056
1386680906508789481,-1.3543701,7.3929443,5.4886017
1386680906513794364,-1.347229,7.3619995,5.3029327
1386680906518860282,-1.3781738,7.36557,5.1410675
1386680906523895683,-1.4412537,7.3346252,4.9946747
1386680906528931083,-1.4472046,7.435791,4.6102448
1386680906533966483,-1.4924316,7.4774475,4.1353607
1386680906539001884,-1.4364929,7.49411,3.6795197
1386680906544037284,-1.3900757,7.5095825,3.2046356
1386680906549072685,-1.3948364,7.4762573,2.7214203
1386680906554108085,-1.4507751,7.3810425,2.4417267
1386680906559204520,-1.4543457,7.2584534,2.3905487
1386680906564178886,-1.4067383,7.102539,2.2739105
1386680906569214286,-1.3234253,7.0680237,2.1846466
1386680906574249686,-1.4222107,6.973999,1.9251862
1386680906579285087,-1.4043579,6.9454346,1.6526337
1386680906584320487,-1.3638916,6.902588,1.3241425
1386680906589355888,-1.4222107,6.730011,0.78974915
1386680906594391288,-1.3055725,6.4693604,0.36009216
1386680906599426688,-1.2115479,6.312256,-0.17668152
1386680906604462089,-1.0592041,6.1694336,-0.5301666
1386680906609497489,-0.9378052,6.0420837,-0.74916077
1386680906614502372,-0.89971924,5.76001,-0.8265228
1386680906619568290,-0.90448,5.581482,-0.64204407
1386680906624603690,-0.8759155,5.223236,-0.38615417
1386680906629639091,-0.84973145,4.8745117,-0.113601685
1386680906634674491,-0.5664673,4.4317627,1.0242157
1386680906639709892,-0.24987793,3.919983,2.2870026
1386680906644745292,-0.6557312,3.0820923,4.110367
1386680906649780692,-0.9104309,2.4536743,5.7123566
1386680906654816093,-0.7604675,2.1418457,7.100113
1386680906659851493,-0.43911743,1.0861511,8.124863
1386680906664856376,-0.33676147,1.6276855,8.968704
1386680906669922294,0.26071167,2.8452454,9.769699
1386680906674957694,0.11431885,2.144226,14.629227
1386680906679993095,-0.7533264,1.9299927,17.510666
1386680906685028495,-2.0946655,2.066864,17.122665
1386680906690063895,-3.1122742,2.644104,16.271683
1386680906695099296,-3.5716858,2.2870483,16.295486
1386680906700134696,-3.5252686,1.5634155,16.984604
1386680906705170097,-3.9025574,1.5788879,16.678726
1386680906710266532,-3.79187,1.7955017,16.008652
1386680906715240897,-3.4657593,1.3539429,15.608749
1386680906720276298,-2.2493896,1.4979553,15.67659
1386680906725311698,-0.88305664,2.3322754,15.844406
1386680906730347099,-1.2413025,4.3020325,17.66896
1386680906735382499,-2.2053528,4.4127197,19.359024
1386680906740417899,-2.2791443,3.6414795,18.734177
1386680906745453300,-1.4900513,3.2677612,16.345474
1386680906750488700,-0.31295776,2.4953308,12.619003
1386680906755524101,0.3083191,2.5643616,11.180069
1386680906760559501,0.059570313,2.451294,10.283859
1386680906765564384,-0.21655273,2.3001404,9.511429
1386680906770630302,-0.09039307,2.259674,9.450729
1386680906775665702,-0.03326416,2.1228027,10.097
1386680906780701102,0.27737427,2.0632935,11.091995
1386680906785736503,0.48446655,1.874054,12.120316
1386680906790771903,0.43447876,1.4205933,12.643997
1386680906795807304,0.8665161,1.1932678,12.371445
1386680906800842704,1.1819153,0.9242859,10.949173
1386680906805878104,1.7401123,1.1063843,10.002975
1386680906810913505,1.0105286,1.1992188,10.457626
1386680906815918388,-0.027313232,0.50772095,10.192215
1386680906820984306,0.30474854,0.87072754,10.707565
1386680906826019706,1.7198792,1.0373535,10.064865
1386680906831055106,1.4639893,0.5184326,10.7397
1386680906836090507,0.69036865,-0.2861328,11.288376
1386680906841125907,-0.017791748,-0.89193726,11.6978
1386680906846161308,-0.6581116,-0.48965454,11.965591
1386680906851196708,-0.6664429,0.533905,11.917984
1386680906856232108,-0.60336304,1.2980042,12.007248
1386680906861328544,-0.7973633,1.7978821,11.290756
1386680906866302909,-0.7545166,2.880951,9.449539
1386680906871338310,-0.6616821,3.279663,8.523575
1386680906876373710,-0.83187866,3.3058472,7.820175
1386680906881409110,-1.2532043,3.2451477,6.971573
1386680906886444511,-1.2532043,3.3129883,6.0587006
1386680906891479911,-0.54623413,3.5819702,5.6338043
1386680906896515311,0.13336182,4.017578,5.197006
1386680906901550712,1.3473511,5.191101,4.7733
1386680906906586112,2.3625793,5.9385376,3.4867096
1386680906911621513,2.4351807,6.735962,2.1346588
1386680906916626395,1.1116943,7.346527,1.8835297
1386680906921692313,-0.1951294,5.389862,6.9882355
1386680906926727714,5.1214294,4.453186,6.1360626
1386680906931763114,8.217102,4.932831,5.998001
1386680906936798515,8.030243,6.409851,8.160568
1386680906941833915,7.647003,7.716675,9.588791
1386680906946869315,6.453247,8.047546,10.202927
1386680906951904716,5.2452087,8.058258,10.398117
1386680906956940116,5.3094788,7.6059875,10.146988
1386680906961975517,5.5010986,7.010895,19.091232
1386680906966980399,7.3208923,6.4645996,16.25145
1386680906972046317,7.401825,7.147766,12.638046
1386680906977081718,8.280182,8.205841,15.746811
1386680906982117118,8.681274,8.049927,15.09935
1386680906987152519,9.153778,7.4917297,13.949631
1386680906992187919,9.562012,7.1108704,13.008194
1386680906997223319,9.8940735,6.59671,12.616623
1386680907002258720,9.645325,6.2396545,12.583298
1386680907007294120,9.895264,6.0147095,12.125076
1386680907012390556,10.633179,6.0266113,10.73851
1386680907017364921,10.311829,5.9052124,9.338852
1386680907022400321,8.165924,5.9325867,7.922531
1386680907027435722,4.93338,6.01828,7.120346
1386680907032471122,2.5553894,5.5386353,6.894211
1386680907037506522,1.9864807,4.573395,7.5785675
1386680907042541923,2.2947388,3.4748535,8.981796
1386680907047577323,2.6458435,2.585785,10.277908
1386680907052612724,3.0755005,2.5810242,11.521652
1386680907057648124,3.5361023,3.0368652,12.267899
1386680907062683524,4.283539,3.1665955,12.770157
1386680907067688407,3.7789001,2.5488892,12.843948
1386680907072754325,4.066925,2.1668396,13.193863
1386680907077789726,3.9848022,1.688385,13.468796
1386680907082825126,3.4801636,1.033783,13.834183
1386680907087860526,2.795807,0.25064087,14.729202
1386680907092895927,1.6258545,-0.6348572,16.068161
1386680907097931327,0.3559265,-1.5953369,17.72966
1386680907102966727,-1.3269958,-2.552246,19.478043
1386680907108002128,-3.156311,-3.385376,21.12764
1386680907113037528,-5.406952,-3.930481,22.139297
1386680907118042411,-7.936096,-4.469635,22.308304
1386680907123108329,-10.01059,-4.8897705,21.503738
1386680907128143729,-12.480225,-5.2111206,20.10408
1386680907133179130,-14.4487915,-5.3836975,18.347366
1386680907138214530,-14.691589,-5.032593,16.646591
1386680907143249931,-13.47879,-3.782898,15.621841
1386680907148285331,-11.718506,-2.1630554,14.831558
1386680907153320731,-9.793976,-0.6669922,14.028183
1386680907158356132,-8.6502075,-0.029052734,13.265274
1386680907163452567,-7.870636,-0.015960693,12.6844635
1386680907168426933,-7.4754944,-0.21710205,12.529739
1386680907173462333,-6.714966,-0.21115112,12.710648
1386680907178497733,-5.0070496,-0.006439209,12.926071
1386680907183533134,-3.5455017,0.3791809,13.078415
1386680907188568534,-1.9482727,1.0075989,12.391678
1386680907193603935,-1.0830078,0.81121826,10.86824
1386680907198639335,-1.2817688,-0.117126465,9.829208
1386680907203674735,-1.4900513,-1.2906494,9.148422
1386680907208710136,-1.3698425,-2.109497,9.035355
1386680907213745536,-0.90448,-3.019989,8.254593
1386680907218780936,0.4570923,-3.8495483,6.331253
1386680907223816337,1.8710327,-4.3577576,4.304367
1386680907228851737,3.9395752,-4.599365,2.6143036
1386680907233887138,5.4308777,-5.0635376,0.9063873
1386680907238922538,6.8936157,-5.490814,-0.93125916
1386680907243957938,8.582489,-5.938324,-3.4675446
1386680907248993339,11.500824,-5.200409,-5.5646515
1386680907254028739,18.588379,-2.327301,-9.283981
1386680907259064140,22.855194,-0.30041504,-9.964767
1386680907264099540,26.951813,2.1739807,-10.468216
1386680907269104423,30.355743,4.35083,-10.49678
1386680907274170341,33.815613,6.043274,-10.179001
1386680907279205741,37.668243,7.9071045,-9.902878
1386680907284241142,39.038147,10.055389,-9.569626
1386680907289276542,39.038147,11.741882,-8.767441
1386680907294311942,39.038147,12.377441,-8.384201
1386680907299347343,39.038147,12.394104,-8.598434
1386680907304382743,39.038147,12.098938,-9.749344
1386680907309418144,39.038147,11.584778,-11.367996
1386680907314514579,39.038147,10.711182,-13.091385
1386680907319488944,39.038147,9.307953,-14.301804
1386680907324524345,39.038147,7.9904175,-14.450577
1386680907329559745,38.8013,6.935913,-13.450821
1386680907334595145,35.5878,6.2467957,-11.154953
1386680907339630546,33.382385,6.0658875,-9.794571
1386680907344665946,32.304077,6.005188,-9.998093
1386680907349701347,31.065094,6.1170654,-10.938339
1386680907354736747,30.106995,6.4265137,-12.718857
1386680907359772147,29.803497,7.241791,-15.649094
1386680907364807548,29.591644,8.036835,-18.232986
1386680907369842948,29.279816,8.414124,-20.671677
1386680907374878349,27.89325,7.7535706,-22.303421
1386680907379913749,25.377197,6.306305,-22.949692
1386680907384949149,22.993256,4.119934,-23.31984
1386680907389984550,20.040405,1.412262,-23.342453
1386680907395019950,16.48294,-1.3299255,-22.950882
1386680907400085868,11.956665,-4.0245056,-21.639297
1386680907405090751,7.325653,-6.597687,-20.05754
1386680907410126151,2.8517456,-8.579346,-17.729538
1386680907415161552,-0.769989,-9.24942,-14.045914
1386680907420196952,-3.1872559,-8.54483,-9.842178
1386680907425232352,-3.887085,-6.899994,-5.759842
1386680907430267753,-2.6219177,-4.88501,-2.5356293
1386680907435303153,-1.1139526,-2.7962341,1.0920563
1386680907440338554,0.78082275,0.004272461,4.739975
1386680907445373954,4.3216248,1.0635376,0.66596985
1386680907450409354,5.5332336,1.3277588,-1.6846466
1386680907455444755,5.1035767,1.3563232,-3.3592377
1386680907460480155,5.8522034,1.6145935,-4.7696075
1386680907465576591,7.030487,1.7859802,-5.3658905
1386680907470550956,7.086426,1.7252808,-4.098343
1386680907475586356,7.389923,1.3313293,-2.239273
1386680907480621757,8.27066,0.9004822,-0.12550354
1386680907485657157,8.995483,0.46011353,2.4548187
1386680907490692558,9.337067,-0.12188721,5.3136444
1386680907495727958,9.2966,-0.66223145,8.659256
1386680907500763358,9.377533,-0.85028076,12.221481
1386680907505798759,9.2656555,-0.96572876,16.081253
1386680907510834159,9.179962,-1.0097656,19.113846
1386680907515869560,9.402527,-0.87527466,21.490646
1386680907520904960,9.185913,-0.90979004,22.403519
1386680907525940360,8.884796,0.04711914,21.869125
1386680907530975761,9.068085,0.206604,21.82866
1386680907536011161,9.365631,0.35299683,22.507065
1386680907541046561,10.079742,0.68029785,23.703201
1386680907546081962,10.741486,1.175415,25.512283
1386680907551117362,11.294922,1.8514404,27.16426
1386680907556152763,11.778137,2.2810974,28.815048
1386680907561188163,12.297058,2.689331,30.412277
1386680907566223563,12.686249,3.073761,31.852402
1386680907571258964,12.648163,3.393921,33.227066
1386680907576294364,12.495819,3.5319824,34.379166
1386680907581329765,12.775513,3.6783752,35.005203
1386680907586365165,12.529144,3.5534058,35.021866
1386680907591400565,11.748383,3.2820435,33.798355
1386680907596435966,11.09021,2.5905457,31.96428
1386680907601471366,10.3046875,1.4301147,30.311111
1386680907606506767,8.693176,0.09353638,28.617477
1386680907611542167,7.2256775,-0.75268555,27.460617
1386680907616638602,5.8081665,-1.5965271,26.997635
1386680907621612968,4.0812073,-2.731964,26.566788
1386680907626648368,1.7805786,-3.7614746,26.279953
1386680907631683769,-0.38912964,-4.30777,26.045486
1386680907636719169,-2.2089233,-4.4862976,26.404922
1386680907641754569,-3.7490234,-4.827881,26.90361
1386680907646789970,-5.298645,-5.2563477,27.599869
1386680907651825370,-7.145813,-5.9228516,28.231857
1386680907656860770,-8.587128,-6.5893555,28.497269
1386680907661896171,-9.778503,-7.4677124,27.79982
1386680907666931571,-10.536652,-8.206818,26.671524
1386680907671966972,-10.705658,-9.114929,24.378036
1386680907677002372,-10.903229,-10.288452,21.990524
1386680907682037772,-11.124603,-11.500061,18.931747
1386680907687073173,-10.998444,-12.640259,15.890823
1386680907692139091,-10.509277,-13.86377,12.658279
1386680907697143974,-9.597595,-14.840912,9.781601
1386680907702179374,-8.419312,-15.459808,7.1048737
1386680907707214774,-6.7054443,-15.697845,5.033951
1386680907712250175,-3.8775635,-15.714508,3.3522186
1386680907717285575,-0.59265137,-14.919464,1.3586578
1386680907722320976,2.7148743,-13.242493,-1.5620575
